skintype,skin_condition,product_type,product_name,brand,notable_effects,picture_src
Oily,"('acne', 'enlarged pores', 'oily skin')",Serum,OMNISKIN Volcanic Ash Pimple Drying Lotion,OMNISKIN ,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Omniskin_Volcanic_Ash_Pimple_Drying_Lotion.jpg
Dry,"('wrinkles',)",Toner,OMNISKIN Watermelon Plump Infused Toner,OMNISKIN ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Omniskin_Products_Watermelon_Plump_Toner.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Sunscreen,Pixy Glowssentials Sunshield Daily Moisturizer,PIXY,"('moisturizing', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/55130084-7950-4018-94a8-f778560ca204-image-0-1631174950486"
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'pigmentation')",Face Wash,White Aqua Micelloil Cleansing Water,PIXY,"('hydrating', 'brightening')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Micell-Oil-Speed-Remove-Close.webp
"Normal, Combination","('dry and dehydrated skin',)",Face Wash,White Aqua Pore Cleanse Micellar Foam,PIXY,"('hydrating', 'moisturizing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Pore-Cleanse_foam.webp
"Normal, Oily","('pigmentation', 'enlarged pores')",Face Wash,PIXY Glowssentials Deep Cleansing Face Wash 60 gr,PIXY,"('pore-care', 'brightening')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Pixy_Glowssentials_Deep_Cleansing_Face_Wash_60_gr.jpg
"Normal, Combination","('dry and dehydrated skin', 'oily skin')",Face Wash,Glowssentials Soft Bright Whip Foam 60 gr,PIXY,"('moisturizing', 'oil-control')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Pixy_Glowssentials_Soft_Bright_Whip_Foam_60_gr.jpg
Dry,"('wrinkles', 'sun damage')",Face Wash,PIXY White Aqua Gentle Facial Wash,PIXY,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Pixy-Facial-Wash.png
"Normal, Dry, Oily, Sensitive","('acne', 'enlarged pores', 'oily skin')",Face Wash,PIXY White Aqua Clear Defense Micellar Foam,PIXY,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/PIXY_White_Aqua_Clear_Defense_Micellar_Foam_110_ML.jpg
Oily,"('wrinkles', 'pigmentation', 'sun damage')",Moisturizer,PIXY White Aqua Brightening Moisturizer,PIXY,"('brightening', 'anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/PIXY_White_Aqua_Brightening_Moisturizer_18g.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Moisturizer,Pixy White Aqua Brightening Moisturizer ,PIXY,"('moisturizing', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/0/8/3/1/30831-large_default.jpg
Dry,"('dry and dehydrated skin',)",Moisturizer,Pixy PIXY Glowssentials Protecting All-in-One Moisturizer,PIXY,"('hydrating', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/59a2269f-886a-4daa-b89a-81f8e825b1cd-image-0-1620790113124"
Dry,"('wrinkles', 'pigmentation')",Serum, PIXY White Aqua Concentrated Brightening Serum ,PIXY ,"('brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/PIXY-White-Aqua-Concentrated-Brightening-Serum.png
"Normal, Dry, Oily, Combination","('sun damage', 'pigmentation')",Moisturizer,PONDS Flawless White Lighting Day Cream Spf18 10 g,POND'S,"('brightening', 'black-spot', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Ponds_Flawless_White_Lighting_Day_Cream_Spf18_10_g.jpg
"Dry, Oily, Sensitive","('dry and dehydrated skin',)",Moisturizer,PONDS Juice Collection Moisturizer 20 g,POND'S ,"('moisturizing',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Ponds_Juice_Collection_Moisturizer_Watermelon_Extract_%2B_Vit_E_20G.jpg
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'pigmentation')",Sunscreen,Pond's Age Miracle Ultimate Youthful Glow Day Cream SPF 18 PA++,POND'S,"('brightening', 'anti-aging')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1595838593411"
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Sunscreen,Pond's Protecting Day Cream Sunscreen Skin Protect SPF 30,POND'S,"('moisturizing', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1603095297687"
"Normal, Dry","('wrinkles', 'pigmentation', 'enlarged pores')",Sunscreen,Pond's PONDS BRIGHT BEAUTY PRF CRM SPF30 ,POND'S,"('pore-care', 'brightening', 'anti-aging')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/aae6ca81-eec3-4e8a-943c-03873a5b2cd4-image-0-1634131068297"
"Normal, Dry","('enlarged pores', 'dull skin')",Face Wash,POND's Juice Collection Cleanser 90 gr,POND'S,"('refreshing', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Ponds_Juice_Collection_Cleanser_Orange_Nectar_90G.jpg
Oily,"('acne', 'oily skin')",Face Wash,POND's Acne Solution Facial Foam,POND'S,"('acne-free', 'oil-control')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Ponds_Acne_Solution_Facial_Foam_50G.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'wrinkles')",Face Wash,Facial Foam Anti Bacterial 100 gr,POND'S,"('moisturizing', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Ponds_Facial_Foam_Anti_Bacterial_100_g.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,PURITO Pure Hyaluronic Acid 90 Serum,PURITO,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Pure_Hyaluronic_Acid_90_Serum.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,PURITO Centella Green Level Buffet Serum,PURITO,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purito_Centella_Green_Level_Buffet_Serum.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,PURITO Galacto Niacin 97 Power Essence ,PURITO,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purito_Galacto_Niacin_97_Power_Essence.jpg
Oily,"('redness', 'skin imbalance')",Toner,PURITO Centella Unscented Toner Rp 430.000 Rp 322.500 (0),PURITO,"('soothing', 'balancing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purito_Centella_Unscented_Toner.jpg
Oily,"('pigmentation', 'redness')",Toner,PURITO Centella Green Level Calming ToneR,PURITO ,"('soothing', 'brightening')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purito_Centella_Green_Level_Calming_Toner.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,PURITO Pure Vitamin C Serum,PURITO,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purito_Pure_Vitamin_C_Serum.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,PURITO Centella Unscented Serum,PURITO,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/PURITO_Centella_Unscented_Serum.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,Purito Sea Buckthorn Vital 70 Cream ,PURITO,"('soothing', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/25744053800-1588581366368.png"
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'pigmentation', 'redness')",Toner,PURIVERA BOTANICALS Malachite Whitening Toner Essence - Niacinamide   Bulgrarian Rose Water,PURIVERA BOTANICALS,"('hydrating', 'soothing', 'brightening')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purivera_Botanicals_Malachite_Whitening_Toner_Essence_-_Niacinamide_5%25_Bulgrarian_Rose_Water_-_Glow_Mencerahkan.png
Sensitive,"('dry and dehydrated skin', 'redness')",Toner,PURIVERA BOTANICALS White Willow Toner Essence - Centella BHA Willow Bark 2% As Salicylic Acid Alternative,PURIVERA BOTANICALS,"('hydrating', 'soothing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purivera_Botanicals_White_Willow_Toner_Essence_-_Centella_BHA_Willow_Bark_2%25_As_Salicylic_Acid_Alternative.png
"Oily, Combination","('redness', 'skin imbalance', 'acne')",Moisturizer,PURIVERA BOTANICALS Blue Grapeseed Serum Oil - Anti Acne - Jerawat - Bakuchiol As Salicylic Acid 2% Alternative,PURIVERA BOTANICALS,"('soothing', 'balancing', 'acne-free')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purivera_Botanicals_Blue_Grapeseed_Serum_Oil_-_Anti_Acne_-_Jerawat_-_Bakuchiol_As_Salicylic_Acid_2%25_Alternative.png
"Dry, Oily, Sensitive","('wrinkles',)",Moisturizer,PURIVERA BOTANICAL Everlasting Tamanu Serum Oil ,PURIVERA BOTANICALS,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Purivera_Botanicals_Everlasting_Tamanu_Serum_Oil_-_Scar_Repair_-_Bopeng_-_Truecica_-_Snail_Cica_Alternative.png
"Dry, Oily, Sensitive","('wrinkles', 'pigmentation')",Moisturizer,PURIVERA BOTANICALS Fermented Red Serum Oil ,PURIVERA BOTANICALS,"('brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/nying.jpg
"Normal, Dry, Oily, Combination","('pigmentation', 'acne', 'enlarged pores')",Serum,PURIVERA BOTANICALS Sugar Willow Serum - Fruit AHA 10% - Willow BHA 2% - Natural Exfoliate - Peeling - Exfoliating,PURIVERA BOTANICALS,"('acne-free', 'pore-care', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Sugar_Willow_Serum_-_Fruit_AHA_10%25_-_Willow_BHA_2%25_-_Natural_Exfoliate_-_Peeling_-_Exfoliating.jpg
"Oily, Combination, Sensitive","('dry and dehydrated skin', 'enlarged pores', 'oily skin')",Face Wash,PYUNKANG YUL Cleansing Foam,PYUNKANG YUL,"('hydrating', 'oil-control', 'pore-care')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/5/6/6/1/25661-large_default.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Moisturizer, PYUNKANG YUL Acne Spot Cream 15m,PYUNKANG YUL,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/spot1.jpg
Dry,"('dry and dehydrated skin', 'redness')",Toner,PYUNKANG YUL Mist Toner (100ml Medium) ,PYUNKANG YUL,"('hydrating', 'soothing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/jual_pyunkang_yul_Mist_Toner_100ml.jpg
Dry,"('dry and dehydrated skin', 'redness')",Toner,PYUNKANG YUL Essence Toner 200ml,PYUNKANG YUL,"('hydrating', 'soothing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/ppyun_%282%29-600x600.jpg
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin',)",Serum,PYUNKANG YUL Moisture Ampoule 100ml,PYUNKANG YUL,"('moisturizing',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/aefc5170612bce04d8347417521a080f.jpg
Oily,"('dry and dehydrated skin',)",Serum,PYUNKANG YUL Moisture Serum (100ml),PYUNKANG YUL,"('moisturizing',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/403a79643cdfc2e2680a291e84dcc2fd.jpg
"Normal, Dry","('dry and dehydrated skin', 'pigmentation', 'impaired skin barrier')",Moisturizer,PYUNKANG YUL Nutrition Cream,PYUNKANG YUL,"('moisturizing', 'brightening', 'skin-barrier')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/9/0/0/2/29002-large_default.jpg
"Oily, Combination, Sensitive","('redness', 'enlarged pores', 'acne')",Face Wash,PYUNKANG YUL Calming Acne Cleansing Foam,PYUNKANG YUL,"('soothing', 'acne-free', 'pore-care')","https://www.sociolla.com/cdn-cgi/image/w=244,format=auto,dpr=1.45/https://images.soco.id/d7a08305-b6e0-448d-8bd7-a3c87863d433-.jpg"
"Oily, Combination, Sensitive","('redness', 'impaired skin barrier', 'acne')",Toner,PYUNKANG YUL Calming Moisture Toner,PYUNKANG YUL,"('soothing', 'acne-free', 'skin-barrier')",https://images.soco.id/f81dff06-0f1b-4359-a49d-e413b31306d7-image-0-1625740357405
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'impaired skin barrier')",Moisturizer,PYUNKANG YUL Calming Moisture Barrier Cream,PYUNKANG YUL,"('hydrating', 'moisturizing', 'skin-barrier')","https://www.sociolla.com/cdn-cgi/image/w=244,format=auto,dpr=1.45/https://images.soco.id/6b9c0652-2f62-4fe3-8aa8-16a0e90e25be-image-0-1625740328677"
"Normal, Dry","('dry and dehydrated skin', 'wrinkles')",Toner,PYUNKANG YUL Black Tea Deep Infusion Toner,PYUNKANG YUL,"('hydrating', 'moisturizing', 'anti-aging')",https://images.soco.id/26caf7ae-962c-4d0c-be42-75d9fed0e2cb-.jpg
"Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness', 'acne')",Serum,PYUNKANG YUL Calming Moisture Serum,PYUNKANG YUL,"('soothing', 'moisturizing', 'acne-free')",https://images.soco.id/d90e0e1c-4d08-4163-bd2c-071932d0035b-.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'pigmentation', 'redness')",Sunscreen,PYUNKANG YUL Calming Sun Cream,PYUNKANG YUL,"('soothing', 'brightening', 'uv-protection')","https://www.sociolla.com/cdn-cgi/image/w=244,format=auto,dpr=1.45/https://images.soco.id/6daee4b7-c9d8-4850-a46d-fa66f84a43ee-.jpg"
"Normal, Dry","('dry and dehydrated skin', 'wrinkles')",Moisturizer,PYUNKANG YUL Black Tea Enriched Cream,PYUNKANG YUL,"('hydrating', 'moisturizing', 'anti-aging')",https://images.soco.id/00aa3b55-59e3-4d9e-88ab-f87525df4a6f-.jpg
"Normal, Dry","('dry and dehydrated skin', 'wrinkles')",Serum,PYUNKANG YUL Black Tea Serum,PYUNKANG YUL,"('hydrating', 'moisturizing', 'anti-aging')",https://images.soco.id/e0965721-ef8e-457d-98c6-aa3e26c53bcd-.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'impaired skin barrier')",Face Wash,PYUNKANG YUL Low pH Pore Deep Cleansing Foam,PYUNKANG YUL,"('moisturizing', 'skin-barrier')",https://images.soco.id/b9631200-0f7e-4fa3-bab0-bccabc5584bb-.jpg
Dry,"('wrinkles',)",Face Wash,QUESELLA Facial Treatment Cleanser 100ml,QUESELLA ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Cleanser_Background_Putih.jpg
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Toner,QUESELLA Brightening Face Toner 100ml,QUESELLA,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Toner_Background_Putih.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,QUESELLA Glowing Origin Serum 15ml,QUESELLA,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Glowing_Origin_Serum_Background_Putih.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin',)",Toner,Raiku Hydrating Glow Toner,RAIKU,"('hydrating', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/6b7bf526-e104-46b7-8f82-6d528b3dedb0-image-0-1612171030137"
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'pigmentation', 'enlarged pores')",Moisturizer,Raiku Bright Radiance Morning Cream,RAIKU ,"('pore-care', 'brightening', 'anti-aging')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/ae226f8a-ec95-4b32-b129-0c3ff487a3f8-image-0-1617864373531"
"Oily, Sensitive","('pigmentation', 'redness')",Moisturizer,Raiku Bright Radiance Night Cream ,RAIKU ,"('soothing', 'brightening')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/b0bdd6c3-e396-41c5-9145-2a2b7d9e808b-image-0-1617864771073"
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'sun protection')",Sunscreen,Rayou x Rahasia Gadis Dailyscreen SPF 30,RAYOU,"('uv-protection', 'no-whitecast')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/8479a822-ef6e-441d-bb3a-52840db11099-image-0-1633661428454"
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Sunscreen,Rose All Day Don't Forget Sunscreen,ROSE ALL DAY,"('hydrating', 'soothing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1601975879224"
Sensitive,"('dry and dehydrated skin', 'redness')",Sunscreen,Rose All Day Don't Forget Sunscreen X Alodita ,ROSE ALL DAY,"('hydrating', 'soothing')","https://www.soco.id/cdn-cgi/image/w=244,format=auto,dpr=1.45/https://images.soco.id/5b386639-b5ac-4609-9aef-a2209066ab3f-image-0-1608171017081"
"Normal, Dry, Oily, Combination, Sensitive","('redness', 'skin imbalance')",Toner,Round Lab 1025 Dokdo Toner,ROUND LAB,"('soothing', 'balancing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/33596886501-1592973538051.png"
"Normal, Dry, Oily, Combination, Sensitive","('pigmentation', 'redness')",Moisturizer,Safi White Expert Replenishing Night Cream,SAFI,"('soothing', 'brightening')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/6/5/5/2/26552-large_default.jpg
Oily,"('pigmentation', 'acne', 'impaired skin barrier', 'oily skin')",Toner,Safi Acne Expert Sebum Control Fluid,SAFI,"('acne-free', 'oil-control', 'black-spot', 'skin-barrier')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/9b7708fb-ef71-4dd0-8023-e28112ed05e5-image-0-1616124318972"
"Normal, Dry, Oily, Combination, Sensitive","('redness', 'dull skin', 'oily skin')",Face Wash,SAFI Dermasafe Gentle Car Mousse Cleanser 150ml,SAFI,"('soothing', 'refreshing', 'oil-control')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Jual_Safi_Dermasafe_Gentle_Care_Mousse_Cleanser_150ml.jpg
"Normal, Dry, Oily, Combination, Sensitive","('acne', 'enlarged pores', 'oily skin')",Face Wash,SAFI White Expert Purifying Cleanser 50gr,SAFI,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/IMG-20180224-WA00201jpg11.jpg
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'enlarged pores')",Face Wash,Safi White Expert Purifying Cleanser 100gr,SAFI,"('moisturizing', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/IMG-20180224-WA00201.jpg
Oily,"('acne', 'enlarged pores', 'oily skin')",Face Wash,Safi Acne Expert Clarifying 2in1 Cleanser,SAFI,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/2in1_cleanser.PNG
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Sunscreen,Safi Expert Solutions Bio Skin Mosturizer SPF 34 PA++,SAFI,"('moisturizing', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/be06e4b1-76c9-415e-aaa8-67ff256f212c-image-0-1616124698741"
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'pigmentation')",Sunscreen,Safi White Expert CC Cream SPF24PA++,SAFI,"('brightening', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/6/5/4/5/26545-large_default.jpg
"Normal, Dry, Oily, Sensitive","('wrinkles',)",Face Wash,Safi Age Defy Cream Cleanser 100gr,SAFI,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/cream_cleanser.jpg
Sensitive,"('pigmentation', 'redness')",Face Wash,SAFI Dermasafe Mild Gentle Gel Cleanser 100g,SAFI,"('soothing', 'brightening')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/safi_gel_cleanser_100G.jpg
"Normal, Dry, Oily, Sensitive","('wrinkles',)",Face Wash,SAFI Age Defy Cream Cleanser 50gr,SAFI,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/cream_cleanser1.jpg
"Oily, Combination","('enlarged pores', 'oily skin')",Face Wash,SAFI Acne Expert Whippped Foam Sebum Cleanser,SAFI,"('oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/dd.jpeg
"Dry, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,SAFI Dermasafe Soothe & Hydrate Day Moisturizer 50g,SAFI ,"('soothing', 'moisturizing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Safi_Dermasafe_Day_Moisturizer_50g.jpg
